sn,time,msg,server_model
257f75a840fe,2020/7/31 1:02, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM23
257f75a840fe,2020/7/31 1:02, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted,SM23
257f75a840fe,2020/7/31 1:02, Microcontroller/Coprocessor #0x16 | Transition to Running | Asserted,SM23
257f75a840fe,2020/7/31 1:02, Processor CPU_CATERR | State Deasserted | Asserted,SM23
2582f1ac7826,2020/3/18 2:56, System Boot Initiated SysRestart | System Restart | Asserted,SM6
259397769b6f,2020/11/13 7:14, Memory #0xe2 | Correctable ECC | Asserted,SM51
2596c725b009,2020/4/16 10:18, Memory CPU1C0_DIMM_Stat | Correctable ECC | Asserted,SM27
25a8b6b5c9be,2020/5/20 6:50, Memory #0xf9 | Correctable ECC | Asserted,SM16
25a8b6b5c9be,2020/5/20 12:58, Memory #0xf9 | Correctable ECC | Asserted,SM16
25a8c62be9fa,2020/5/24 1:05, Memory CPU0F0_DIMM_Stat | Correctable ECC | Asserted,SM23
25a8c62be9fa,2020/5/24 5:34, Memory CPU0F0_DIMM_Stat | Correctable ECC | Asserted,SM23
25ac349ce243,2020/6/23 23:14, System Boot Initiated System Restart | System Restart | Asserted,SM13
25ac349ce243,2020/6/23 23:16, Memory MEM_CHC0_Status | Uncorrectable ECC | Asserted,SM13
25ac349ce243,2020/6/23 23:17, OS Boot BIOS_Boot_Up | boot completed - device not specified | Asserted,SM13
25be743bee3a,2020/9/19 2:42, Processor CPU_CATERR | State Asserted | Asserted,SM24
25cd44741763,2020/3/7 14:10, Processor CPU_CATERR | State Asserted | Asserted,SM25
25ce5cd825a0,2020/10/18 13:37, Management Subsys Health System_Health | Sensor access degraded or unavailable | Asserted,SM35
25ce5cd825a0,2020/10/18 13:36, Processor CPU0_Status | IERR | Asserted,SM35
25ff3080be29,2020/9/6 8:04, Memory Memory_Status | Correctable ECC | Asserted,SM99
261b23ddccc2,2020/5/14 3:38, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted,SM35
261b23ddccc2,2020/5/14 1:25, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted,SM35
261b23ddccc2,2020/5/14 3:39, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted,SM35
26209b71d5ec,2020/1/4 5:21, Memory #0xe2 | Correctable ECC | Asserted,SM68
26209b71d5ec,2020/1/4 3:56, Memory #0xe2 | Correctable ECC | Asserted,SM68
2626f5ca29c6,2020/4/23 18:53, System Boot Initiated #0xe0 | Initiated by power up | Asserted,SM49
2626f5ca29c6,2020/4/23 18:42, Memory #0xe2 | Uncorrectable ECC | Asserted,SM49
26390d2a8d43,2020/1/7 12:42," Power Supply PS2_Status | AC out-of-range, but present | Asserted",SM66
264280145b1b,2020/2/21 0:37, Processor CPU1_Status | IERR | Asserted,SM35
264280145b1b,2020/2/21 0:37, Power Supply Power_drop | Failure detected | Deasserted,SM35
264280145b1b,2020/2/21 0:37, Power Supply Power_drop | Failure detected | Asserted,SM35
264280145b1b,2020/2/21 0:39, Management Subsys Health System_Health | Sensor access degraded or unavailable | Asserted,SM35
264280145b1b,2020/2/21 0:37, Processor CPU0_Status | IERR | Asserted,SM35
2649d7f3a78b,2020/9/2 9:55, Power Supply PS2_Status | Failure detected | Asserted,SM35
265edd45138d,2020/5/18 16:22, Memory | Correctable ECC | Asserted | CPU 0 DIMM 8,SM12
265edd45138d,2020/5/18 16:22, Memory | Correctable ECC (@DIMM1A(CPU1)) | Asserted,SM12
268e540f2809,2020/2/14 3:51, Processor CPU1_Status | IERR | Asserted,SM35
268e540f2809,2020/5/10 0:36, Processor CPU0_Status | IERR | Asserted,SM35
268e540f2809,2020/2/14 3:51, Processor CPU0_Status | IERR | Asserted,SM35
268e540f2809,2020/5/10 0:38, Management Subsys Health System_Health | Sensor access degraded or unavailable | Asserted,SM35
268e540f2809,2020/5/10 0:36, Processor CPU1_Status | IERR | Asserted,SM35
26b885e9b756,2020/9/9 5:46, Unknown CPU0 MCERR |  | Asserted,SM63
26b885e9b756,2020/9/9 5:46, Unknown CPU0 CATERR |  | Asserted,SM63
26cb2c08e04d,2020/2/5 5:02, Memory #0xe2 | Correctable ECC | Asserted,SM68
26cb2c08e04d,2020/2/5 5:03, Memory #0xe2 | Correctable ECC | Asserted,SM68
26cb2c08e04d,2020/2/5 5:02, Memory #0xe2 | Correctable ECC | Asserted,SM68
26d148de95f7,2020/6/11 7:56, Memory #0xe2 | Correctable ECC | Asserted,SM49
26d819f5294b,2020/1/31 9:38, Processor CPU_CATERR | State Asserted | Asserted,SM23
26d819f5294b,2020/1/31 9:38, Processor CPU0_Status | Configuration Error | Asserted,SM23
27147a976263,2020/2/14 6:09, OS Boot BIOS_Boot_Up | boot completed - device not specified | Asserted,SM13
27147a976263,2020/2/14 6:06, Memory MEM_CHD1_Status | Correctable ECC | Asserted,SM13
27147a976263,2020/2/14 6:08, System Boot Initiated System Restart | System Restart | Asserted,SM13
27147a976263,2020/2/14 6:06, OS Boot BIOS_Boot_Up | boot completed - device not specified | Asserted,SM13
27147a976263,2020/2/14 6:06, OS Stop/Shutdown OS Status | OS graceful shutdown | Asserted,SM13
27147a976263,2020/2/14 6:07, System Boot Initiated System Restart | System Restart | Asserted,SM13
27147a976263,2020/2/14 6:06, OS Critical Stop OS Status | OS graceful shutdown | Asserted,SM13
27147a976263,2020/2/14 6:06, Memory MEM_CHH1_Status | Uncorrectable ECC | Asserted,SM13
275b4e42cdc8,2020/9/24 12:49, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted,SM30
275b4e42cdc8,2020/9/24 12:35, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted,SM30
275b4e42cdc8,2020/9/24 13:12, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted,SM30
275b4e42cdc8,2020/10/8 0:12, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted,SM30
275b4e42cdc8,2020/9/24 12:18, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted,SM30
275b4e42cdc8,2020/9/24 9:00, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted,SM30
275b4e42cdc8,2020/9/24 11:47, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted,SM30
275b4e42cdc8,2020/9/24 14:27, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted,SM30
27ad862d6cbb,2020/4/16 14:58, Event Logging Disabled SEL_Status | Log area reset/cleared | Asserted,SM35
27ad862d6cbb,2020/4/16 14:59, Memory CPU0A0_DIMM_Stat | Memory Device Disabled | Asserted,SM35
27ad862d6cbb,2020/4/16 14:59, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM35
27ad862d6cbb,2020/4/9 5:42, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted,SM35
27ad862d6cbb,2020/4/16 15:00, Memory CPU0A0_DIMM_Stat | Memory Device Disabled | Deasserted,SM35
27cb13054306,2020/5/6 15:01, Memory CPU0C0_DIMM_Stat | Correctable ECC | Asserted,SM23
27cb13054306,2020/5/6 11:20, Memory CPU0C0_DIMM_Stat | Correctable ECC | Asserted,SM23
27d73db12303,2020/1/2 21:29, Memory #0xe2 | Correctable ECC | Asserted,SM67
27d73db12303,2020/1/2 21:35, Memory #0xe2 | Uncorrectable ECC | Asserted,SM67
27d73db12303,2020/1/2 21:36, System Boot Initiated #0xe0 | Initiated by power up | Asserted,SM67
27dae6404105,2020/1/23 2:35, Processor CPU0_Status | IERR | Asserted,SM35
27dae6404105,2020/1/23 2:39, Processor CPU1_Status | IERR | Asserted,SM35
27ea9c1f1f23,2020/1/8 11:49, Memory CPU0D0_DIMM_Stat | Correctable ECC | Asserted,SM35
27ea9c1f1f23,2020/1/8 11:33, Memory CPU0D0_DIMM_Stat | Correctable ECC | Asserted,SM35
2808446b7ab5,2020/8/31 7:06, Power Unit Pwr Unit Status | Power off/down | Deasserted,SM83
2808446b7ab5,2020/8/31 7:06, System Event #0xff | Timestamp Clock Sync | Asserted,SM83
2808446b7ab5,2020/8/31 7:03, Power Unit Pwr Unit Status | Power off/down | Asserted,SM83
2808446b7ab5,2020/8/31 7:21, System Boot Initiated | Initiated by power up | Asserted,SM83
2808446b7ab5,2020/8/31 7:21, System Event #0xff | Timestamp Clock Sync | Asserted,SM83
28124a13a53d,2020/10/23 22:18, Drive Slot / Bay DISK39_Stat | Drive Fault | Asserted,SM27
281efa22269f,2020/9/14 22:16, Memory #0xf9 | Correctable ECC | Asserted,SM24
281efa22269f,2020/9/14 22:13, Memory #0xf9 | Correctable ECC | Asserted,SM24
282667ae1fbd,2020/2/21 2:25, Memory #0xe2 | Memory Device Disabled | Asserted,SM109
282667ae1fbd,2020/2/21 2:24, Memory #0xe2 | Correctable ECC | Asserted,SM109
282667ae1fbd,2020/2/21 0:28, System Boot Initiated BIOS_Boot_UP | Initiated by power up | Asserted,SM109
282667ae1fbd,2020/2/21 0:24, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted,SM109
282667ae1fbd,2020/2/21 0:33, Unknown Chassis_Control |  | Asserted,SM109
282667ae1fbd,2020/2/21 2:24, Memory #0xe2 | Correctable ECC | Asserted,SM109
282667ae1fbd,2020/2/21 2:25, Version Change #0x8b | Hardware change detected | Asserted,SM109
282667ae1fbd,2020/2/21 2:24, Memory #0xe2 | Correctable ECC | Asserted,SM109
282667ae1fbd,2020/2/21 2:24, Memory #0xe2 | Correctable ECC | Asserted,SM109
282667ae1fbd,2020/2/21 0:24, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM109
282667ae1fbd,2020/2/21 2:24, Memory #0xe2 | Correctable ECC | Asserted,SM109
282667ae1fbd,2020/2/21 2:25, Memory #0xe2 | Uncorrectable ECC | Asserted,SM109
282667ae1fbd,2020/2/21 2:24, Memory #0xe2 | Correctable ECC | Asserted,SM109
282667ae1fbd,2020/2/21 0:24, System Boot Initiated BIOS_Boot_UP | Initiated by power up | Asserted,SM109
282667ae1fbd,2020/2/21 2:24, Memory #0xe2 | Correctable ECC | Asserted,SM109
282667ae1fbd,2020/2/21 2:25, System Boot Initiated BIOS_Boot_UP | Initiated by power up | Asserted,SM109
282667ae1fbd,2020/2/21 0:34, System Boot Initiated BIOS_Boot_UP | Initiated by power up | Asserted,SM109
28336261e789,2020/11/1 12:55, Power Supply 460PS1_AC_STATUS | Device Present | Asserted,SM78
28336261e789,2020/11/1 12:55, Power Supply 460PS2_DC_STATUS | Device Absent | Asserted,SM78
28336261e789,2020/11/1 12:54, Power Supply PSU Redundancy | Fully Redundant | Asserted,SM78
28336261e789,2020/11/1 12:55, Power Supply 460PS1_DC_STATUS | Device Absent | Asserted,SM78
28336261e789,2020/11/1 12:54, System ACPI Power State ACPI Pwr State | Legacy ON state | Asserted,SM78
28336261e789,2020/11/1 12:55, Power Supply 460PS2_AC_STATUS | Device Present | Asserted,SM78
28405b758575,2020/1/23 12:45, Unknown CPU0 CATERR |  | Asserted,SM83
28405b758575,2020/1/23 12:45, Microcontroller #0x3b | Transition to Running | Asserted,SM83
28405b758575,2020/1/23 12:45, Unknown CPU0 MCERR |  | Asserted,SM83
284523dd4e96,2020/6/9 18:40, System Boot Initiated System Restart | System Restart | Asserted,SM13
284523dd4e96,2020/6/9 18:44, Memory MEM_CHH1_Status | Uncorrectable ECC | Asserted,SM13
284523dd4e96,2020/6/9 18:45, OS Boot BIOS_Boot_Up | boot completed - device not specified | Asserted,SM13
284523dd4e96,2020/6/9 18:39, Memory MEM_CHA0_Status | Memory Device Disabled | Asserted,SM13
28788e5cd114,2020/10/4 18:28, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted,SM23
287cfc92991d,2020/7/5 23:40, Processor CPU_CATERR | State Asserted | Asserted,SM23
287cfc92991d,2020/7/5 23:39, Unknown #0x17 |  | Asserted,SM23
288a827e4e87,2020/3/10 1:07, Drive Slot / Bay HDD_R_11_Status | Drive Fault | Deasserted,SM53
288a827e4e87,2020/3/10 1:07, Drive Slot / Bay HDD_R_11_Status | Drive Fault | Asserted,SM53
2895d14b2b21,2020/11/15 10:25, Memory CPU0D0_DIMM_Stat | Uncorrectable ECC | Asserted,SM35
28962f089789,2020/10/4 12:32, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted,SM56
28962f089789,2020/10/4 13:14, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted,SM56
2897f04b5bc7,2020/10/26 2:50, Power Supply PSU1_Status | Failure detected | Asserted,SM31
2898bdbbadf9,2020/8/28 3:08, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted,SM23
2898bdbbadf9,2020/8/28 6:31, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted,SM23
2898bdbbadf9,2020/8/28 6:25, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted,SM23
2898bdbbadf9,2020/8/28 3:13, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted,SM23
2898bdbbadf9,2020/8/28 6:23, Processor CPU0_Status | Configuration Error | Deasserted,SM23
2898bdbbadf9,2020/8/28 6:17, Processor CPU0_Status | Configuration Error | Asserted,SM23
289c8159a720,2020/10/4 9:56, Memory #0xf9 | Correctable ECC | Asserted,SM19
289c8159a720,2020/10/4 10:04, Memory #0xf9 | Correctable ECC | Asserted,SM19
28a091699d2d,2020/3/17 20:47, Processor CPU_CATERR | State Deasserted | Asserted,SM16
28a091699d2d,2020/3/17 18:33, Power Supply PS1_Status | Power Supply AC lost | Deasserted,SM16
28a091699d2d,2020/3/17 20:47, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted,SM16
28a091699d2d,2020/3/17 18:32, Processor CPU_CATERR | State Asserted | Asserted,SM16
28a091699d2d,2020/3/17 18:31, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted,SM16
28a091699d2d,2020/3/17 18:22, Power Supply PS2_Status | Power Supply AC lost | Asserted,SM16
28a091699d2d,2020/3/17 20:48, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted,SM16
28a091699d2d,2020/3/17 20:47, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM16
28a091699d2d,2020/3/17 18:22, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted,SM16
28be2676bc8b,2020/4/12 20:32, Memory #0x96 | Correctable ECC | Asserted,SM30
28be2676bc8b,2020/4/12 19:41, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted,SM30
28be2676bc8b,2020/4/12 20:32, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted,SM30
28be2676bc8b,2020/4/12 19:41, Memory #0x96 | Correctable ECC | Asserted,SM30
28bfb1953b4f,2020/10/3 9:28, Unknown #0x17 |  | Asserted,SM17
28bfb1953b4f,2020/10/3 9:28, Processor CPU_CATERR | State Asserted | Asserted,SM17
28f21a7867f8,2020/5/9 16:31, Memory #0xe2 | Uncorrectable ECC | Asserted,SM67
28f21a7867f8,2020/5/9 16:31, System Boot Initiated #0xe0 | Initiated by power up | Asserted,SM67
28f21a7867f8,2020/5/9 16:37, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM67
28f21a7867f8,2020/5/9 16:35, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted,SM67
28f21a7867f8,2020/5/9 16:37, System Boot Initiated #0xe0 | Initiated by power up | Asserted,SM67
28f772031ae0,2020/8/21 15:15, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted,SM30
28f772031ae0,2020/8/21 9:11, Microcontroller #0x16 | Transition to Running | Asserted,SM30
28f772031ae0,2020/8/21 9:11, Processor CPU_CATERR | State Deasserted | Asserted,SM30
28f772031ae0,2020/8/21 9:11, Processor CPU0_Status | Presence detected | Asserted,SM30
28f772031ae0,2020/8/21 7:43, Processor CPU_CATERR | State Asserted | Asserted,SM30
28f772031ae0,2020/8/21 9:11, Processor CPU1_Status | Presence detected | Asserted,SM30
28f772031ae0,2020/8/21 9:11, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted,SM30
28f772031ae0,2020/8/21 9:26, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted,SM30
28f772031ae0,2020/8/21 9:14, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted,SM30
28f772031ae0,2020/8/21 7:42, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted,SM30
28f772031ae0,2020/8/21 9:11, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM30
28f772031ae0,2020/8/21 7:43, Unknown #0x17 |  | Asserted,SM30
28f772031ae0,2020/8/21 15:26, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted,SM30
294d28374883,2020/8/27 11:48, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM35
294d28374883,2020/8/27 11:53, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted,SM35
294d28374883,2020/8/26 23:41, Processor CPU0_Status | IERR | Asserted,SM35
294d28374883,2020/8/27 11:48, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted,SM35
294d28374883,2020/8/27 11:48, Processor CPU0_Status | IERR | Deasserted,SM35
295c08b2214a,2020/2/28 2:19, Memory #0xf9 | Correctable ECC | Asserted,SM16
295c08b2214a,2020/2/28 2:27, Memory #0xf9 | Correctable ECC | Asserted,SM16
298902ab887f,2020/7/2 14:34, Unknown #0x17 |  | Asserted,SM28
298902ab887f,2020/7/2 14:34, Processor CPU0_Status | Configuration Error | Asserted,SM28
298902ab887f,2020/7/2 14:34, Processor CPU_CATERR | State Asserted | Asserted,SM28
298902ab887f,2020/7/2 14:30, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted,SM28
298c0adc5579,2020/4/15 7:40, Memory CPU1C0_DIMM_Stat | Correctable ECC | Asserted,SM23
29abce53301b,2020/2/17 19:02, Memory CPU0A0_DIMM_Stat | Uncorrectable ECC | Deasserted,SM32
29abce53301b,2020/2/17 18:31, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM32
29abce53301b,2020/2/17 19:04, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted,SM32
29abce53301b,2020/2/17 18:31, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted,SM32
29abce53301b,2020/2/17 18:48, Memory CPU0A0_DIMM_Stat | Uncorrectable ECC | Asserted,SM32
29abce53301b,2020/2/17 18:31, Processor CPU1_Status | Presence detected | Asserted,SM32
29abce53301b,2020/2/17 18:31, Microcontroller #0x16 | Transition to Running | Asserted,SM32
29abce53301b,2020/2/17 18:47, Memory CPU0A0_DIMM_Stat | Uncorrectable ECC | Asserted,SM32
29abce53301b,2020/2/17 18:54, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted,SM32
29abce53301b,2020/2/17 18:42, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted,SM32
29abce53301b,2020/2/17 18:31, Processor CPU0_Status | Presence detected | Asserted,SM32
29e4e9bb4731,2020/1/5 3:57, Memory #0xe2 | Correctable ECC | Asserted,SM50
29e4e9bb4731,2020/1/5 0:01, Memory #0xe2 | Correctable ECC | Asserted,SM50
29f9feb9d314,2020/5/1 5:53, Memory #0xf9 | Uncorrectable ECC | Asserted,SM16
29f9feb9d314,2020/5/1 6:06, System Event #0x10 | Timestamp Clock Sync | Asserted,SM16
29f9feb9d314,2020/5/1 6:05, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted,SM16
29f9feb9d314,2020/5/1 6:05, OS Boot #0xe9 | boot completed - device not specified | Asserted,SM16
29f9feb9d314,2020/5/1 6:04, System Event #0x10 | Timestamp Clock Sync | Asserted,SM16
2a05a97d69b5,2020/1/18 16:48, Power Supply PS2_Status | Power Supply AC lost | Asserted,SM107
2a1019489507,2020/4/27 1:45, System Boot Initiated System Restart | System Restart | Asserted,SM13
2a1019489507,2020/4/27 1:49, OS Boot BIOS_Boot_Up | boot completed - device not specified | Asserted,SM13
2a1019489507,2020/4/27 1:45, System ACPI Power State Power Status | Legacy ON state | Asserted,SM13
2a1019489507,2020/4/27 1:42, OS Stop/Shutdown OS Status | OS graceful shutdown | Asserted,SM13
2a1019489507,2020/4/27 1:42, OS Critical Stop OS Status | OS graceful shutdown | Asserted,SM13
2a1019489507,2020/4/27 1:42, System ACPI Power State Power Status | Legacy OFF state | Asserted,SM13
2a3cb9f975e7,2020/9/13 14:27, Memory Memory_Status | Correctable ECC | Asserted,SM100
2a3cb9f975e7,2020/9/13 3:17, Memory Memory_Status | Correctable ECC | Asserted,SM100
2a40a37af10a,2020/5/13 2:51, Processor CPU0_Status | IERR | Asserted,SM68
2a51dfc7b0ca,2020/3/3 22:22, Memory #0xf9 | Correctable ECC | Asserted,SM16
2a51dfc7b0ca,2020/3/3 20:07, Memory #0xf9 | Correctable ECC | Asserted,SM16
2a53f72181a7,2020/6/22 2:29, OS Critical Stop OS Status | OS graceful shutdown | Asserted,SM13
2a53f72181a7,2020/6/22 2:29, OS Stop/Shutdown OS Status | OS graceful shutdown | Asserted,SM13
2a53f72181a7,2020/6/22 2:32, System Boot Initiated System Restart | System Restart | Asserted,SM13
2a53f72181a7,2020/6/22 2:31, Memory MEM_CHE1_Status | Memory Device Disabled | Asserted,SM13
2a53f72181a7,2020/6/22 2:34, OS Boot BIOS_Boot_Up | boot completed - device not specified | Asserted,SM13
2a53f72181a7,2020/6/22 2:31, System ACPI Power State Power Status | Legacy ON state | Asserted,SM13
2a53f72181a7,2020/6/22 2:29, System ACPI Power State Power Status | Legacy OFF state | Asserted,SM13
2a56895fe46f,2020/10/9 4:58, Memory CPU0A1_DIMM_Stat | Uncorrectable ECC | Asserted,SM35
2a56895fe46f,2020/10/9 4:58, Processor CPU0_Status | Configuration Error | Asserted,SM35
2ab9e7ceffb0,2020/9/13 22:23, Processor CPU1_Status | IERR | Asserted,SM35
2ab9e7ceffb0,2020/9/13 22:23, Processor CPU0_Status | IERR | Asserted,SM35
2ab9e7ceffb0,2020/9/13 22:23, Management Subsys Health System_Health | Sensor access degraded or unavailable | Asserted,SM35
2ab9e7ceffb0,2020/9/13 22:25, Processor CPU0_Status | IERR | Deasserted,SM35
2ab9e7ceffb0,2020/9/13 22:25, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted,SM35
2ab9e7ceffb0,2020/9/13 22:25, Processor CPU1_Status | IERR | Deasserted,SM35
